German,French
Unser Teamarbeit-Projekt war sehr erfolgreich dank unserer guten Kommunikation.,Notre projet de travail d'équipe a été très réussi grâce à notre bonne communication.
Eine gute Erziehung ist wichtig für die Entwicklung eines Kindes.,Une bonne éducation est importante pour le développement d'un enfant.
"Was mich kümmert sind Magazine mit Prominenten,...... 500 Fernsehkanäle,...... ein Firmenname auf meiner Unterwäsche.","la télévision avec 500 canaux, mes sous- vêtements griffés."
y: i} Roxy war sein ganzes Leben ein Ganove.,Roxy avait passé sa vie à calculer que 2+2=5.
Auf einer langen Zeitschiene...... sinkt die Überlebensrate eines jeden auf null.,le taux de survie de chacun tombe à zéro.
Das Skifahren ist ein aufregender Winterport.,Le ski est un sport d'hiver passionnant.
Die Atmosphäre im Büro ist sehr freundlich und angenehm.,L'ambiance au bureau est très conviviale et agréable.
Ich wohne in einer kleinen Stadt,"J'habite dans une petite ville,"
Was soll daran so besonders sein?,Je n'en sais rien.
Haben die denn Marmelade ubrig gelassen?,Ils nous en ont laissé?
Die Schule bietet viele verschiedene Kurse und Aktivitäten an.,L'école propose de nombreux cours et activités différents.
Elin ist mit einem Jungen da drin!,C'est Elin avec un mec.
Sei nicht traurig oder überrascht Laß uns befreundet bleiben,Ne joue pas la surprise affligée soyons civilisées
"Ich gehe zum Bahnhof, um meinen Bruder abzuholen","Je vais à la gare pour aller chercher mon frère,"
"Der Professor ist sehr streng, aber er ist auch sehr hilfsbereit.","Le professeur est très sévère, mais il est aussi très serviable."
"Niemand ausser mir hält die Kiste am laufen"" hat Sie gesagt","Non, chéri. tu viens de faire la pire connerie de ta vie."
Die Teilnahme an Sportwettkämpfen fördert den Teamgeist.,La participation aux compétitions sportives favorise l'esprit d'équipe.
"Mein Lieblingssport ist Basketball, weil er sehr schnell und spannend ist.","Mon sport préféré est le basket-ball, car il est très rapide et passionnant."
"Das Studium an der Universität kann sehr anspruchsvoll sein, aber es zahlt sich aus.","Les études à l'université peuvent être très exigeantes, mais elles valent la peine."
"Unsere Gruppe besteht aus fünf Freunden, die alle unterschiedliche Fächer studieren.",Notre groupe se compose de cinq amis qui étudient tous des matières différentes.
"Man muss immer versuchen, eine gute Balance zwischen Arbeit und Privatleben zu halten, besonders wenn man in einem Büro arbeitet.","Il faut toujours essayer de maintenir un bon équilibre entre le travail et la vie privée, surtout lorsqu'on travaille dans un bureau."
Ein Museumsbesuch kann sehr lehrreich und interessant sein.,Une visite au musée peut être très instructive et intéressante.
"Wir haben uns für eine Reise nach Paris entschieden, um die Stadt der Liebe zu erkunden.",Nous avons choisi de nous rendre à Paris pour explorer la ville de l'amour.
"Radfahren ist nicht nur ein toller Sport, sondern auch eine gute Möglichkeit, die Umwelt zu schützen.","Le cyclisme ne constitue pas seulement un excellent sport, mais également un moyen efficace de protéger l'environnement."
Meine Freundin studiert Medizin an der Universität.,Ma copine étudie la médecine à l'université.
"Ich bin dankbar für meine Freundschaften, die ich während meines Studiums geschlossen habe.",Je suis reconnaissant pour les amitiés que j'ai nouées pendant mes études.
Ich bin ein großer Fan vom Tennis und schaue mir gerne die Grand-Slam-Turniere an.,Je suis un grand fan de tennis et je regarde volontiers les tournois du Grand Chelem.
Die Musik ist sehr laut,"La musique est très forte,"
Wir machen oft Gruppenarbeiten für die Uni.,Nous faisons souvent des travaux de groupe pour l'université.
Mein Chef ist sehr nett und hilft mir bei Problemen.,Mon patron est très gentil et m'aide avec des problèmes.
Die Liebe zum Lesen kann durch gute Lehrer geweckt werden.,L'amour de la lecture peut être éveillé par des enseignants compétents.
Das Teamarbeit im Büro ist sehr effektiv und produktiv.,Le travail d'équipe au bureau est très efficace et productif.
"Das Lesen von Büchern ist eine großartige Möglichkeit, seine Kenntnisse zu erweitern.",La lecture de livres est une excellente façon d'élargir ses connaissances.
Sie sollen sie vor Mittag hinbringen.,Au palais des congrès avant midi.
Ein Besuch in einem neuen Land kann unsere Perspektive erweitern.,Visiter un nouveau pays peut élargir notre perspective.
"Radfahren ist eine großartige Möglichkeit, die Stadt zu erkunden.",Le vélo est un excellent moyen d'explorer la ville.
Dem kleinen Forrest geht es gut.,"Le petit Forrest, il va très bien."
Meine Kolleginnen im Büro sind alle sehr unterstützend und helfen mir bei meiner Arbeit.,Mes collègues au bureau sont toutes très soutenantes et m'aident dans mon travail.
"Ich hoffe, dass ich bald einen Job finde.",J'espère que je trouverai bientôt un emploi.
Die Universität ist sehr groß und es gibt viele verschiedene Fakultäten.,L'université est très grande et il y a de nombreuses facultés différentes.
Sie sagt Ihr Name sei Goldie,Elle dit qu'elle s'appelle Goldie.
"Hatte ich dir nicht gesagt, du sollst Iris in Ruhe lassen?",Je t'ai dêjà dit de laisser Iris tranquille.
Die Universität bietet vielen Studenten eine Vielzahl von Studienfächern.,L'université propose à de nombreux étudiants une variété de matières d'étude.
Ich freue mich auf das Konzert morgen Abend,"Je me réjouis du concert de demain soir,"
"Das Internet bietet viele Möglichkeiten, um neue Dinge zu lernen und sich zu unterhalten.",L'internet offre de nombreuses possibilités pour apprendre de nouvelles choses et se divertir.
"Manche Dozenten haben uns geholfen, wichtige Kontakte für unsere Zukunft zu knüpfen.",Certains enseignants nous ont aidés à nouer des contacts importants pour notre future carrière.
Ich bin Student an der Universität,"Je suis étudiant à l'université,"
Das Meer ist sehr tief,"Le mer est très profond,"
Meine Freunde und ich planen eine Reise nach Asien.,Mes amis et moi-même planifions un voyage en Asie.
"Du bist jung, ruiniere dein Leben nicht!","Jimmy, tu es jeune, tu vas gâcher ta vie."
"Statt auf eine Gesprächslücke zu warten, um selbst reden zu können.",D'attendre de pouvoir prendre la parole.
lch muss das zum Hotel bringen.,Je dois apporter ça à l'hôtel.
"Merkt ihr nicht, dass die Kleine singt?",La petite dame essaie de chanter.
Wir gehen am Wochenende wandern,"Nous allons faire de la randonnée le week-end,"
Das Lesen von Büchern über verschiedene Themen erweitert unser Wissen.,La lecture de livres sur différents sujets élargit nos connaissances.
"Na komm, die Nase kennt es.",Le nez connait.
"Durch meine Tätigkeit an der Universität konnte ich Kontakte knüpfen, die mir später halfen, einen Job zu finden.","Grâce à mon activité à l'université, j'ai pu établir des contacts qui m'ont plus tard aidé à trouver un emploi."
"Wir senden live, direkt von hier.",On va émettre d'ici.
"Was hältst du davon, wenn wir bei Santa Rosa rausfahren... und uns Sanford angucken, ok?",Si on sortait à Santa Rosa Road pour commencer par le Domaine de Sanford?
Fang am Ende von Nummer vier an.,Commence au bout du numéro quatre.
Mein Freund studiert Medizin an der Universität von München.,Mon ami étudie la médecine à l'université de Munich.
"Wir verkauften reichen Frauen ihre eigenen, fetten Hintern wieder.",On revendait aux riches clientes leur propre graisse.
"Miles, vielleicht ist es besser, wenn du nicht zur Hochzeit kommst.",Ne viens pas.
Ich bin sehr interessiert an Geschichte und besuche oft Museen.,Je suis très intéressé par l'histoire et je visite souvent les musées.
Meine Schwester spielt gerne Tennis und Fußball,"Ma sœur aime jouer au tennis et au football,"
Wir helfen einander bei schwierigen Aufgaben und Projekten.,Nous nous aidons mutuellement pour les tâches et projets difficiles.
"In der Bibliothek kann man nicht nur lernen, sondern auch Kontakte knüpfen und Freundschaften schließen.","Dans la bibliothèque, on peut non seulement apprendre, mais aussi établir des contacts et nouer des amitiés."
"Ich habe gelernt, dass es wichtig ist, sich Zeit für die Liebe zu nehmen.",J'ai appris qu'il est important de prendre du temps pour l'amour.
"Ich hoffe, dass unsere Freundschaft noch viele Jahre halten wird, auch nachdem wir die Universität verlassen haben.","J'espère que notre amitié durera encore de nombreuses années, même après avoir quitté l'université."
Das Fernsehen bietet viele unterschiedliche Sendungen an.,La télévision propose de nombreux programmes différents.
Das Wetter ist heute nicht gut,"Le temps n'est pas bon aujourd'hui,"
Meine Freunde und ich unterstützen uns gegenseitig in schwierigen Zeiten.,Mes amis et moi nous soutenons mutuellement en période difficile.
Meine Chefin ist sehr nett und unterstützt mich bei meiner Arbeit.,Ma patronne est très gentille et me soutient dans mon travail.
Die Teilnahme an einem Festival oder einer Messe kann sehr unterhaltsam und informativ sein.,La participation à un festival ou à une foire peut être très amusante et informative.
Die Universitätsbibliothek bietet eine große Auswahl an Büchern und Ressourcen.,La bibliothèque universitaire offre un large choix de livres et de ressources.
"Ein Museumsbesuch ist eine gute Gelegenheit, Geschichte zu erfahren.",Une visite aux musées est une bonne occasion d'apprendre l'histoire.
Eine Stadt wie Paris ist immer einen Besuch wert.,Une ville comme Paris vaut toujours une visite.
Der Vortrag des Professors war sehr interessant und ich habe viel gelernt.,La conférence du professeur était très intéressante et j'ai appris beaucoup de choses.
"Das Lesen von Büchern ist eine großartige Methode, um neue Dinge zu lernen.",La lecture de livres est un excellent moyen d'apprendre de nouvelles choses.
Also man nennt mich Konzentrationslager- Ehrhardt!,"Vraiment, on m'appelle ""Camp de concentration Ehrhardt""?"
Packt das ein und geht wieder rein!,Rassemblement à I'intérieur.
"Während des Semesters besuchen wir oft Vorlesungen und Workshops, um neue Fähigkeiten zu erlernen.","Pendant le semestre, nous assistons souvent à des conférences et ateliers pour apprendre de nouvelles compétences."
"Ski fahren ist mein LieblingswinterSport, weil ich die Berge liebe.","Le ski est mon sport d'hiver préféré, parce que j'adore les montagnes."
Mein Name ist Hans Müller,"Mon nom est Hans Müller,"
Die Vorlesungen sind immer sehr gut vorbereitet und interessant.,Les cours sont toujours très bien préparés et intéressants.
"Meine Freunde und ich planen bald eine Reise together, um unsere Freundschaft zu stärken und neue Erfahrungen zu sammeln.",Mes amis et moi-même planifions bientôt un voyage ensemble pour renforcer notre amitié et accumuler de nouvelles expériences.
"Ich bin froh, dass ich solche netten Kollegen habe, mit denen ich jeden Tag arbeiten darf.",Je suis heureux d'avoir de tels collègues agréables avec lesquels je peux travailler chaque jour.
Mein Professor ist sehr freundlich und hilft mir bei meinen Studien.,Mon professeur est très gentil et m'aide dans mes études.
Die Lehrerin hat uns heute über die Geschichte von Frankreich unterrichtet.,L'enseignante nous a enseigné aujourd'hui l'histoire de la France.
Die Forschung ist ein wichtiger Bestandteil der Wissenschaft und der Entwicklung.,La recherche est une partie intégrante de la science et du développement.
Ich kann es ihnen nicht verweigern.,Nos soldats ont mérité cette joie.
"Die Universität bietet viele Kurse und Seminare an, die uns helfen, unsere Fähigkeiten zu verbessern.",L'université propose de nombreux cours et séminaires qui nous aident à améliorer nos compétences.
Mein Freund arbeitet im Büro und ich besuche ihn oft.,Mon ami travaille au bureau et je le visite souvent.
Wir fahren jedes Jahr zum Skifahren in die Schweizer Alpen.,Nous allons skier chaque année dans les Alpes suisses.
Ihr Amerikaner... habt es immer so eilig.,"Vous, les Américains, vous êtes toujours pressés."
"Unser Team im Büro arbeitet sehr gut zusammen, wir sind wie eine Familie.","Notre équipe au bureau travaille très bien en tandem, nous sommes comme une famille."
Es gibt eine Zeit für alles.,Il y a un temps pour tout.
"Das Lesen eines guten Buches ist eine großartige Methode, um sich zu bilden und zu relaxen.",La lecture d'un bon livre est une excellente méthode pour s'instruire et se détendre.
Die Beziehungen zwischen den Studenten an der Universität sind sehr wichtig für das Lernumfeld.,Les relations entre les étudiants à l'université sont très importantes pour l'environnement d'apprentissage.
Eine Reise um die Welt wäre mein größter Traum.,Un voyage autour du monde serait mon plus grand rêve.
Der Fußball ist mein Lieblingssport und ich spiele ihn jeden Sonntag.,Le football est mon sport préféré et je le joue tous les dimanches.
Die Stadt Wien ist bekannt für ihre schöne Architektur und ihre kulturellen Veranstaltungen.,La ville de Vienne est connue pour son architecture magnifique et ses événements culturels.
